split,head_text,head_type,tail_text,tail_type,gold_label,sentence
train,Sony,Company,console platforms,Product,Development,"Our Xbox Platform competes with console platforms from Sony and Nintendo, both of which have a large, established base of customers. The lifecycle for gaming and entertainment consoles averages five to ten years. Nintendo released their latest generation console in November 2012. Sony released their latest generation console in November 2013."
train,Nintendo,Company,console platforms,Product,Development,"Our Xbox Platform competes with console platforms from Sony and Nintendo, both of which have a large, established base of customers. The lifecycle for gaming and entertainment consoles averages five to ten years. Nintendo released their latest generation console in November 2012. Sony released their latest generation console in November 2013."
train,Nintendo,Company,console,Product,Development,"Our Xbox Platform competes with console platforms from Sony and Nintendo, both of which have a large, established base of customers. The lifecycle for gaming and entertainment consoles averages five to ten years. Nintendo released their latest generation console in November 2012. Sony released their latest generation console in November 2013."
train,Sony,Company,console,Product,Development,"Our Xbox Platform competes with console platforms from Sony and Nintendo, both of which have a large, established base of customers. The lifecycle for gaming and entertainment consoles averages five to ten years. Nintendo released their latest generation console in November 2012. Sony released their latest generation console in November 2013."
train,anti - fungal compound Fosmanogepix,Product,Amplyx Pharmaceuticals,Company,Unspecified,"On January 5, 2021, Pfizer introduced a new logo. In April 2021, Pfizer acquired Amplyx Pharmaceuticals and its anti - fungal compound Fosmanogepix. In August, the company announced it would acquire Trillium Therapeutics Inc and its immuno - oncology portfolio for $ 2.3 billion. In December, Pfizer announced that it had agreed to acquire Arena Pharmaceuticals for $ 6.7 billion in cash."
train,737 Max jets,Product,Boeing,Company,SaleOrMarketing,"Near - term aircraft availability and attractive purchase terms ultimately drove Allegiant Travel to ditch its all - Airbus - fleet strategy by ordering 50 Boeing 737 Max jets. The deal, disclosed on 5 January, also highlights the Max 7's pricing edge against the competing A220, one analyst says."
train,A220,Product,Airbus,Company,SaleOrMarketing,"Near - term aircraft availability and attractive purchase terms ultimately drove Allegiant Travel to ditch its all - Airbus - fleet strategy by ordering 50 Boeing 737 Max jets. The deal, disclosed on 5 January, also highlights the Max 7's pricing edge against the competing A220, one analyst says."
train,tractor,Product,Escorts Ltd,Company,SaleOrMarketing,Escorts Ltd posts 1% decline in total tractor sales in October.
train,Vuzix,Company,smart glasses,Product,Development,"In January 2015, Intel purchased a 30% stake in Vuzix, a smart glasses manufacturer. The deal was worth $ 24.8 million."
train,Aprilia scooter,Product,Piaggio,Company,Unspecified,The Indian subsidiary of Italian premium scooter maker Piaggio has said its new Aprilia scooter range will be available at its over 100 Motoplex multi - brand retail stores across southern states.
train,business consulting,Product,Infosys Limited,Company,Unspecified,"Infosys Limited is an Indian multinational information technology company that provides business consulting, information technology, and outsourcing services. The company is headquartered in Bangalore."
train,information technology,Product,Infosys Limited,Company,Unspecified,"Infosys Limited is an Indian multinational information technology company that provides business consulting, information technology, and outsourcing services. The company is headquartered in Bangalore."
train,outsourcing services,Product,Infosys Limited,Company,Unspecified,"Infosys Limited is an Indian multinational information technology company that provides business consulting, information technology, and outsourcing services. The company is headquartered in Bangalore."
train,Scanfil,Company,communication and industrial electronics,Product,Development,"Finnish Scanfil, a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of EUR 108.7 mn in the first half of 2008, down from EUR 111.1 mn a year earlier."
train,LG Electronics,Company,televisions,Product,Development,"LG Electronics ' products include televisions, home theater systems, refrigerators, washing machines, computer monitors, wearable devices, solar modules, smart appliances and, formerly, smartphones."
train,LG Electronics,Company,home theater systems,Product,Development,"LG Electronics ' products include televisions, home theater systems, refrigerators, washing machines, computer monitors, wearable devices, solar modules, smart appliances and, formerly, smartphones."
train,LG Electronics,Company,refrigerators,Product,Development,"LG Electronics ' products include televisions, home theater systems, refrigerators, washing machines, computer monitors, wearable devices, solar modules, smart appliances and, formerly, smartphones."
train,LG Electronics,Company,washing machines,Product,Development,"LG Electronics ' products include televisions, home theater systems, refrigerators, washing machines, computer monitors, wearable devices, solar modules, smart appliances and, formerly, smartphones."
train,LG Electronics,Company,computer monitors,Product,Development,"LG Electronics ' products include televisions, home theater systems, refrigerators, washing machines, computer monitors, wearable devices, solar modules, smart appliances and, formerly, smartphones."
train,LG Electronics,Company,wearable devices,Product,Development,"LG Electronics ' products include televisions, home theater systems, refrigerators, washing machines, computer monitors, wearable devices, solar modules, smart appliances and, formerly, smartphones."
train,LG Electronics,Company,solar modules,Product,Development,"LG Electronics ' products include televisions, home theater systems, refrigerators, washing machines, computer monitors, wearable devices, solar modules, smart appliances and, formerly, smartphones."
train,LG Electronics,Company,smart appliances,Product,Development,"LG Electronics ' products include televisions, home theater systems, refrigerators, washing machines, computer monitors, wearable devices, solar modules, smart appliances and, formerly, smartphones."
train,LG Electronics,Company,smartphones,Product,Development,"LG Electronics ' products include televisions, home theater systems, refrigerators, washing machines, computer monitors, wearable devices, solar modules, smart appliances and, formerly, smartphones."
train,Samsung Electronics,Company,LCD and LED panels,Product,Development,"Samsung Electronics produces LCD and LED panels, mobile phones, memory chips, NAND flash, solid - state drives, televisions, digital cinemas screen, and laptops."
train,Samsung Electronics,Company,mobile phones,Product,Development,"Samsung Electronics produces LCD and LED panels, mobile phones, memory chips, NAND flash, solid - state drives, televisions, digital cinemas screen, and laptops."
train,Samsung Electronics,Company,memory chips,Product,Development,"Samsung Electronics produces LCD and LED panels, mobile phones, memory chips, NAND flash, solid - state drives, televisions, digital cinemas screen, and laptops."
train,Samsung Electronics,Company,NAND flash,Product,Development,"Samsung Electronics produces LCD and LED panels, mobile phones, memory chips, NAND flash, solid - state drives, televisions, digital cinemas screen, and laptops."
train,Samsung Electronics,Company,solid - state drives,Product,Development,"Samsung Electronics produces LCD and LED panels, mobile phones, memory chips, NAND flash, solid - state drives, televisions, digital cinemas screen, and laptops."
train,Samsung Electronics,Company,televisions,Product,Development,"Samsung Electronics produces LCD and LED panels, mobile phones, memory chips, NAND flash, solid - state drives, televisions, digital cinemas screen, and laptops."
train,Samsung Electronics,Company,digital cinemas screen,Product,Development,"Samsung Electronics produces LCD and LED panels, mobile phones, memory chips, NAND flash, solid - state drives, televisions, digital cinemas screen, and laptops."
train,Samsung Electronics,Company,laptops,Product,Development,"Samsung Electronics produces LCD and LED panels, mobile phones, memory chips, NAND flash, solid - state drives, televisions, digital cinemas screen, and laptops."
train,enterprise social networks,Product,"Yammer , Inc. ( "" Yammer "" )",Company,SaleOrMarketing,"On July 18, 2012, we acquired Yammer, Inc. ("" Yammer ""), a leading provider of enterprise social networks, for $ 1.1 billion in cash"
train,Zynga,Company,Farmville,Product,Development,Take - Two already acquired Farmville creator Zynga for a record $ 12.7 billion recently.
train,Broadcom Inc.,Company,semiconductor and infrastructure software products,Product,Development,"Broadcom Inc. is an American designer, developer, manufacturer and global supplier of a wide range of semiconductor and infrastructure software products. Broadcom's product offerings serve the data center, networking, software, broadband, wireless, and storage and industrial markets. Tan Hock Eng is the company's president and CEO. The company is headquartered in San Jose, California."
train,Tesla,Company,Cybertruck,Product,Development,Exclusive - Tesla delays initial production of Cybertruck to early 2023 -source
train,Dell,Company,personal computers,Product,Development,"Dell's products include personal computers, servers, smartphones, televisions, computer software, computer security and network security, as well as information security services."
train,Dell,Company,servers,Product,Development,"Dell's products include personal computers, servers, smartphones, televisions, computer software, computer security and network security, as well as information security services."
train,Dell,Company,smartphones,Product,Development,"Dell's products include personal computers, servers, smartphones, televisions, computer software, computer security and network security, as well as information security services."
train,Dell,Company,televisions,Product,Development,"Dell's products include personal computers, servers, smartphones, televisions, computer software, computer security and network security, as well as information security services."
train,Dell,Company,computer software,Product,Development,"Dell's products include personal computers, servers, smartphones, televisions, computer software, computer security and network security, as well as information security services."
train,Dell,Company,computer security and network security,Product,Development,"Dell's products include personal computers, servers, smartphones, televisions, computer software, computer security and network security, as well as information security services."
train,Dell,Company,information security services,Product,Development,"Dell's products include personal computers, servers, smartphones, televisions, computer software, computer security and network security, as well as information security services."
train,motorcycles,Product,United Auto,Company,SaleOrMarketing,"The sales of United Auto motorcycles also declined by 25.71 percent from 202,284 units to 150,267 units."
train,Zilver PTX,Product,Cook,Company,SaleOrMarketing,Cook first received approval to sell Zilver PTX in the E.U. in 2009.
train,HAC powder,Product,Guizhou Yufeng,Company,SaleOrMarketing,"This is Jiangmen Wealth Water, one of our operating subsidiaries in PRC, purchasing HAC powder from another subsidiaries of ours, Guizhou Yufeng,."
train,TRU-016,Product,Facet Biotech Corporation,Company,SaleOrMarketing,"Collaboration Agreements Abbott Laboratories In August 2009, Trubion, which the Company acquired in October 2010, entered into a collaboration agreement with Facet Biotech Corporation, now a wholly - owned subsidiary of Abbott, for the joint worldwide development and commercialization of TRU-016."
train,engine,Product,Caterpillar,Company,SaleOrMarketing,"2 Table of Contents Under a distributor agreement with Perkins, a wholly - owned subsidiary of Caterpillar, packaging and distribution agreements with Caterpillar engine dealers and our association with Caterpillar, we are one of the largest suppliers of Perkins and Caterpillar diesel power systems under 275 horsepower."
train,diesel power systems,Product,Perkins,Company,SaleOrMarketing,"2 Table of Contents Under a distributor agreement with Perkins, a wholly - owned subsidiary of Caterpillar, packaging and distribution agreements with Caterpillar engine dealers and our association with Caterpillar, we are one of the largest suppliers of Perkins and Caterpillar diesel power systems under 275 horsepower."
train,diesel power systems,Product,Caterpillar,Company,SaleOrMarketing,"2 Table of Contents Under a distributor agreement with Perkins, a wholly - owned subsidiary of Caterpillar, packaging and distribution agreements with Caterpillar engine dealers and our association with Caterpillar, we are one of the largest suppliers of Perkins and Caterpillar diesel power systems under 275 horsepower."
train,"set - top box , or STB",Product,"Trident Microsystems , Inc.",Company,Unspecified,"Additionally, we recently acquired the assets comprising our set - top box, or STB, system - on - a - chip, or SoC, solutions from Trident Microsystems, Inc. and certain of its subsidiaries, collectively Trident, and the integration of those assets into our legacy operations is in its initial phase."
train,"system - on - a - chip , or SoC , solutions",Product,"Trident Microsystems , Inc.",Company,Unspecified,"Additionally, we recently acquired the assets comprising our set - top box, or STB, system - on - a - chip, or SoC, solutions from Trident Microsystems, Inc. and certain of its subsidiaries, collectively Trident, and the integration of those assets into our legacy operations is in its initial phase."
train,brakes,Product,"Automotive Specialty Accessories and Parts , Inc.",Company,Unspecified,"A wholly - owned subsidiary of the Company, Automotive Specialty Accessories and Parts, Inc. and its wholly - owned subsidiary WAG, are named defendants in several lawsuits involving claims for damages caused by installation of brakes during the late 1960 s and early 1970 s that contained asbestos."
train,brakes,Product,WAG,Company,Unspecified,"A wholly - owned subsidiary of the Company, Automotive Specialty Accessories and Parts, Inc. and its wholly - owned subsidiary WAG, are named defendants in several lawsuits involving claims for damages caused by installation of brakes during the late 1960 s and early 1970 s that contained asbestos."
train,Epic Games,Company,games,Product,Development,The Caliber Advantage utilizes technology that is specifically optimized for games developed by industry leaders such as Epic Games and Epic's ChAIR Entertainment for the ultimate gaming experience.
train,ChAIR Entertainment,Company,games,Product,Development,The Caliber Advantage utilizes technology that is specifically optimized for games developed by industry leaders such as Epic Games and Epic's ChAIR Entertainment for the ultimate gaming experience.
train,GE Medical Systems,Company,medical diagnostic equipment,Product,Development,"Ms. Leahy was General Counsel Americas, GE Medical Systems, a developer and manufacturer of medical diagnostic equipment, from January 1999 to July 2001."
train,"Summit Technology , Inc.",Company,ophthalmic laser systems,Product,Development,"From 1999 to 2001, Mr. Deegan served as Assistant General Counsel of Summit Technology, Inc., a publicly held manufacturer of ophthalmic laser systems."
train,Temple - Inland Inc.,Company,forest products,Product,Development,"From June 1999 until his retirement in June 2004, Mr. Potts served as vice president and general manager of Temple - Inland Inc., a major forest products corporation, where he was responsible for all aspects of the management of a major production facility, including timber acquisition, community relations, and governmental affairs."
train,Indaflex,Product,Proprius,Company,Unspecified,"On March 2008, Proprius was acquired by Cypress Bioscience Inc. (Cypress) and Cypress assumed Indaflex clinical development."
train,mobile banking and payment solutions,Product,"mFoundry , Inc.",Company,SaleOrMarketing,"Subsequent Event On January 31, 2013, FIS announced that it has signed a definitive agreement to acquire the remaining interest in mFoundry, Inc., a leading provider of mobile banking and payment solutions for financial institutions and retailers."
train,electricity,Product,Deutsche Telekom,Company,SaleOrMarketing,"In addition, Unitymedia KabelBW purchases a portion of the electricity required for the operation of its networks through Deutsche Telekom under such agreements."
train,tracking solution,Product,LeaseHawk LLC,Company,Unspecified,"In addition, we compete with lead tracking solution providers, including LeaseHawk LLC, Lead Tracking Solutions (acquired by Yardi) and Who s Calling, Inc."
train,tracking solution,Product,Lead Tracking Solutions,Company,Unspecified,"In addition, we compete with lead tracking solution providers, including LeaseHawk LLC, Lead Tracking Solutions (acquired by Yardi) and Who s Calling, Inc."
train,tracking solution,Product,"Who s Calling , Inc.",Company,Unspecified,"In addition, we compete with lead tracking solution providers, including LeaseHawk LLC, Lead Tracking Solutions (acquired by Yardi) and Who s Calling, Inc."
train,Regulus,Company,microRNA therapeutics,Product,Development,"In September 2007, the Company and Isis established Regulus, a company focused on the discovery, development and commercialization of microRNA therapeutics, a potential new class of drugs to treat the pathways of human disease."
train,ethics and compliance e - learning and consultative services,Product,Corpedia,Company,SaleOrMarketing,"Corpedia On June 22, 2012, NYSE Euronext completed the acquisition of Corpedia, a U.S.-based provider of ethics and compliance e - learning and consultative services."
train,pipeline generic products,Product,Teva,Company,SaleOrMarketing,"Pursuant to this agreement, Qualitest Pharmaceuticals purchased certain pipeline generic products from Teva and could be obligated to pay consideration to Teva upon the achievement of certain future regulatory milestones (the Teva Contingent Consideration)."
train,customer promotion and lead generation services,Product,Bravenet,Company,SaleOrMarketing,"On September 29, 2006, QuoteMedia, Ltd. purchased the Bravenet business unit that was responsible for providing the Company customer promotion and lead generation services."
train,Sanctura XR,Product,Watson,Company,Unspecified,"Subsequent to Watson s ANDA filing, Sandoz Inc. and Paddock Laboratories, Inc. (acquired by Perrigo Company in August 2011) also filed ANDAs for a generic version of Sanctura XR."
train,Sanctura XR,Product,Sandoz Inc.,Company,Unspecified,"Subsequent to Watson s ANDA filing, Sandoz Inc. and Paddock Laboratories, Inc. (acquired by Perrigo Company in August 2011) also filed ANDAs for a generic version of Sanctura XR."
train,Sanctura XR,Product,"Paddock Laboratories , Inc.",Company,Unspecified,"Subsequent to Watson s ANDA filing, Sandoz Inc. and Paddock Laboratories, Inc. (acquired by Perrigo Company in August 2011) also filed ANDAs for a generic version of Sanctura XR."
train,collateralized lending,Product,Financial Federal Corporation ( Financial Federal ),Company,Unspecified,"On February 19, 2010, People s United Financial completed its acquisition of Financial Federal Corporation (Financial Federal), a financial services company providing collateralized lending, financing and leasing services nationwide to small and medium sized businesses."
train,financing,Product,Financial Federal Corporation ( Financial Federal ),Company,Unspecified,"On February 19, 2010, People s United Financial completed its acquisition of Financial Federal Corporation (Financial Federal), a financial services company providing collateralized lending, financing and leasing services nationwide to small and medium sized businesses."
train,leasing services,Product,Financial Federal Corporation ( Financial Federal ),Company,Unspecified,"On February 19, 2010, People s United Financial completed its acquisition of Financial Federal Corporation (Financial Federal), a financial services company providing collateralized lending, financing and leasing services nationwide to small and medium sized businesses."
train,zinc oxide,Product,Zochem,Company,Unspecified,"Zochem, which we acquired on November 1, 2011, uses zinc metal to produce zinc oxide."
train,laser systems,Product,IRIDEX Corporation,Company,Unspecified,"In February 2012, we acquired the global aesthetic business unit of IRIDEX Corporation, which included various laser systems (such as the VariLite and Gemini) and an installed base of customers, whose products are being serviced by us."
train,VariLite,Product,IRIDEX Corporation,Company,Unspecified,"In February 2012, we acquired the global aesthetic business unit of IRIDEX Corporation, which included various laser systems (such as the VariLite and Gemini) and an installed base of customers, whose products are being serviced by us."
train,Gemini,Product,IRIDEX Corporation,Company,Unspecified,"In February 2012, we acquired the global aesthetic business unit of IRIDEX Corporation, which included various laser systems (such as the VariLite and Gemini) and an installed base of customers, whose products are being serviced by us."
train,zinc oxide,Product,Zochem,Company,SaleOrMarketing,"As a result of the acquisition of Zochem on November 1, 2011, we were able to broaden our geographic reach, diversify our customer base and markets for zinc oxide and provide added operational flexibility."
train,Autoliv,Company,heat packages,Product,Development,"If Autoliv fails to manufacture the heat packages to the necessary specifications, or does not carry out its contractual obligations to supply our heat packages to us, or if the FDA requires different manufacturing or quality standards than those set forth in our manufacture agreement, our clinical trials or commercialization efforts may be delayed, suspended or terminated while we seek additional suitable manufacturers of our heat packages, which may prevent us from commercializing ADASUVE or our product candidates that utilize the single dose version of the Staccato system."
train,RFG,Company,"healthy , high quality products",Product,Development,"RFG is a fresh - food company that produces, markets, and distributes nationally a portfolio of healthy, high quality products for consumers via the retail and foodservice channels."
train,HDPE,Company,grocery,Product,Development,"HDPE is used to manufacture products such as grocery, merchandise and trash bags, plastic containers, plastic closures and pipe."
train,HDPE,Company,merchandise and trash bags,Product,Development,"HDPE is used to manufacture products such as grocery, merchandise and trash bags, plastic containers, plastic closures and pipe."
train,HDPE,Company,plastic containers,Product,Development,"HDPE is used to manufacture products such as grocery, merchandise and trash bags, plastic containers, plastic closures and pipe."
train,HDPE,Company,plastic closures,Product,Development,"HDPE is used to manufacture products such as grocery, merchandise and trash bags, plastic containers, plastic closures and pipe."
train,HDPE,Company,pipe,Product,Development,"HDPE is used to manufacture products such as grocery, merchandise and trash bags, plastic containers, plastic closures and pipe."
train,aircraft parts,Product,First Aviation Services Inc.,Company,Unspecified,"From October 2003 until September 2006, he served as Chief Financial Officer, Senior Vice President and Corporate Secretary of First Aviation Services Inc., an aviation services company providing aircraft parts and maintenance services."
train,maintenance services,Product,First Aviation Services Inc.,Company,Unspecified,"From October 2003 until September 2006, he served as Chief Financial Officer, Senior Vice President and Corporate Secretary of First Aviation Services Inc., an aviation services company providing aircraft parts and maintenance services."
train,Lightway,Company,polycrystalline silicon wafers,Product,Development,"Lightway is a vertically integrated manufacturer of polycrystalline silicon wafers, solar cells and solar modules."
train,Lightway,Company,solar cells,Product,Development,"Lightway is a vertically integrated manufacturer of polycrystalline silicon wafers, solar cells and solar modules."
train,Lightway,Company,solar modules,Product,Development,"Lightway is a vertically integrated manufacturer of polycrystalline silicon wafers, solar cells and solar modules."
train,"Tengion , Inc.",Company,neo - organs,Product,Development,"Overview Tengion, Inc. is a regenerative medicine company focused on discovering, developing, manufacturing and commercializing a range of neo - organs, or products composed of living cells, with or without synthetic or natural materials, implanted or injected into the body to engraft into, regenerate, or replace a damaged tissue or organ."
train,"Tengion , Inc.",Company,products composed of living cells,Product,Development,"Overview Tengion, Inc. is a regenerative medicine company focused on discovering, developing, manufacturing and commercializing a range of neo - organs, or products composed of living cells, with or without synthetic or natural materials, implanted or injected into the body to engraft into, regenerate, or replace a damaged tissue or organ."
train,"Ergon Refining , Inc.",Company,naphthenic lubricating oils,Product,Development,"Our primary competitor in producing naphthenic lubricating oils is Ergon Refining, Inc."
train,Arnold,Company,Samarium Cobalt permanent magnets,Product,Development,Arnold is a major producer of both Samarium Cobalt permanent magnets under its brand name RECOMA and Alnico (in both cast and sintered forms).
train,Arnold,Company,RECOMA,Product,Development,Arnold is a major producer of both Samarium Cobalt permanent magnets under its brand name RECOMA and Alnico (in both cast and sintered forms).
train,Arnold,Company,Alnico,Product,Development,Arnold is a major producer of both Samarium Cobalt permanent magnets under its brand name RECOMA and Alnico (in both cast and sintered forms).
train,Tankfill,Company,diving solutions,Product,Development,"Tankfill designs, builds, and sells diving solutions from marine - ready tank filling compressors, Nitrox Makers, complete dive lockers, and full submarine support systems."
train,Tankfill,Company,marine - ready tank filling compressors,Product,Development,"Tankfill designs, builds, and sells diving solutions from marine - ready tank filling compressors, Nitrox Makers, complete dive lockers, and full submarine support systems."
train,Tankfill,Company,Nitrox Makers,Product,Development,"Tankfill designs, builds, and sells diving solutions from marine - ready tank filling compressors, Nitrox Makers, complete dive lockers, and full submarine support systems."
train,Tankfill,Company,complete dive lockers,Product,Development,"Tankfill designs, builds, and sells diving solutions from marine - ready tank filling compressors, Nitrox Makers, complete dive lockers, and full submarine support systems."
train,Tankfill,Company,full submarine support systems,Product,Development,"Tankfill designs, builds, and sells diving solutions from marine - ready tank filling compressors, Nitrox Makers, complete dive lockers, and full submarine support systems."
train,Manitex,Company,boom trucks and crane products,Product,Development,"Manitex s boom trucks and crane products are primarily used for industrial projects, energy exploration and infrastructure development, including, roads, bridges and commercial construction."
train,timber treatment chemicals,Product,Timber Treatment Chemicals,Company,SaleOrMarketing,"We believe that Timber Treatment Chemicals is a leading provider in North America, Europe and Japan of new generation alternative timber treatment chemicals, such as ACQ and Ecolife, which provide enhanced environmental benefits, as they do not contain chrome or arsenic."
train,ACQ,Product,Timber Treatment Chemicals,Company,SaleOrMarketing,"We believe that Timber Treatment Chemicals is a leading provider in North America, Europe and Japan of new generation alternative timber treatment chemicals, such as ACQ and Ecolife, which provide enhanced environmental benefits, as they do not contain chrome or arsenic."
train,Ecolife,Product,Timber Treatment Chemicals,Company,SaleOrMarketing,"We believe that Timber Treatment Chemicals is a leading provider in North America, Europe and Japan of new generation alternative timber treatment chemicals, such as ACQ and Ecolife, which provide enhanced environmental benefits, as they do not contain chrome or arsenic."
train,magazines,Product,Time Inc.,Company,SaleOrMarketing,"In addition to publishing magazines, Time Inc. also operates a number of websites, as well as book publishing and marketing businesses."
train,Moist snuff,Product,American Snuff,Company,SaleOrMarketing,Moist snuff has been the key driver to American Snuff s overall growth and profitability within the U.S. smokeless tobacco market.
train,essential clinical content,Product,"Epocrates , Inc.",Company,Unspecified,"Business Overview Epocrates, Inc. is a leading physician platform for essential clinical content, practice tools and health industry engagement at the point of care."
train,practice tools,Product,"Epocrates , Inc.",Company,Unspecified,"Business Overview Epocrates, Inc. is a leading physician platform for essential clinical content, practice tools and health industry engagement at the point of care."
train,health industry engagement,Product,"Epocrates , Inc.",Company,Unspecified,"Business Overview Epocrates, Inc. is a leading physician platform for essential clinical content, practice tools and health industry engagement at the point of care."
train,MM-121,Product,Sanofi,Company,SaleOrMarketing,"In September 2009, we entered into a license and collaboration agreement with Sanofi for the development and commercialization of MM-121."
train,MA chronic condition special needs plans,Product,Easy Choice,Company,SaleOrMarketing,"In addition, in 2013, Easy Choice began offering MA chronic condition special needs plans in five of the 11 counties in its service area."
train,LLPG,Company,Liquidmetal products,Product,Development,"We, in turn, will receive royalty payments over the life of the contract on all Liquidmetal products produced and sold by LLPG."
train,cell therapy,Product,Cytori,Company,Unspecified,"Cytori s cell therapy utilizes a patient s own adipose derived stem and regenerative cells, uniquely optimized and formulated for specific therapeutic applications."
train,cell therapy,Product,Cytori,Company,SaleOrMarketing,"While our focus is on the development of new therapeutic applications for Cytori s cell therapy, we are currently commercializing the Celution System under select medical device clearances in Europe, Japan, and other regions."
train,Celution System,Product,Cytori,Company,SaleOrMarketing,"While our focus is on the development of new therapeutic applications for Cytori s cell therapy, we are currently commercializing the Celution System under select medical device clearances in Europe, Japan, and other regions."
train,CCX168,Product,GSK,Company,SaleOrMarketing,"This, in turn, could affect whether GSK exercises its remaining option with respect to CCX168 under our strategic alliance and could prevent us from commercializing our drug candidates."
train,technical and marketing services,Product,Siber Consulting,Company,SaleOrMarketing,Siber Consulting provides technical and marketing services to the wireless industry.
train,e - commerce solutions and services,Product,Sitoa Global,Company,Unspecified,F-6 SITOA GLOBAL INC. Notes to Financial Statements Sitoa Global specializes in providing e - commerce solutions and services that facilitate multi - channel B2C (business - to - consumer) and B2B (business - to - business) transactions.
train,PHA biopolymer products,Product,"Telles , LLC ( "" Telles "" )",Company,SaleOrMarketing,"Through this alliance, the companies established a joint venture company, Telles, LLC ("" Telles ""), to commercialize PHA biopolymer products."
train,public finance services,Product,First Southwest,Company,Unspecified,First Southwest s primary focus is on providing public finance services.
train,"Prasco LLC , or Prasco",Company,generic version of our Zegerid capsules product,Product,Development,"At this same time, we also launched an authorized generic version of our Zegerid capsules product under a distribution and supply agreement with Prasco LLC, or Prasco, as further described below."
train,continuous glucose monitors,Product,DexCom,Company,SaleOrMarketing,"To date, in addition to DexCom, we are aware of three other companies, Cygnus, Inc. (Cygnus), Medtronic, Inc. (Medtronic) and Abbott Diabetes Care, Inc. (Abbott), that have received approval from the FDA to market continuous glucose monitors."
train,continuous glucose monitors,Product,"Cygnus , Inc. ( Cygnus )",Company,SaleOrMarketing,"To date, in addition to DexCom, we are aware of three other companies, Cygnus, Inc. (Cygnus), Medtronic, Inc. (Medtronic) and Abbott Diabetes Care, Inc. (Abbott), that have received approval from the FDA to market continuous glucose monitors."
train,continuous glucose monitors,Product,"Medtronic , Inc. ( Medtronic )",Company,SaleOrMarketing,"To date, in addition to DexCom, we are aware of three other companies, Cygnus, Inc. (Cygnus), Medtronic, Inc. (Medtronic) and Abbott Diabetes Care, Inc. (Abbott), that have received approval from the FDA to market continuous glucose monitors."
train,continuous glucose monitors,Product,"Abbott Diabetes Care , Inc. ( Abbott )",Company,SaleOrMarketing,"To date, in addition to DexCom, we are aware of three other companies, Cygnus, Inc. (Cygnus), Medtronic, Inc. (Medtronic) and Abbott Diabetes Care, Inc. (Abbott), that have received approval from the FDA to market continuous glucose monitors."
train,R - Tech,Company,lubiprostone,Product,Development,"We entered into an exclusive supply arrangement with R - Tech under which we granted R - Tech the exclusive right to manufacture and supply lubiprostone to meet its commercial and clinical requirements in Asia, Australia and New Zealand."
train,background screening services,Product,Screening International,Company,SaleOrMarketing,Screening International Holdings is not an operating subsidiary and our background screening services ceased upon the sale of Screening International.
train,administrative,Product,Atlas,Company,SaleOrMarketing,"Under other separate agreements, Atlas and Polar supply administrative, sales and ground support services to one another."
train,administrative,Product,Polar,Company,SaleOrMarketing,"Under other separate agreements, Atlas and Polar supply administrative, sales and ground support services to one another."
train,sales,Product,Atlas,Company,SaleOrMarketing,"Under other separate agreements, Atlas and Polar supply administrative, sales and ground support services to one another."
train,sales,Product,Polar,Company,SaleOrMarketing,"Under other separate agreements, Atlas and Polar supply administrative, sales and ground support services to one another."
train,ground support services,Product,Atlas,Company,SaleOrMarketing,"Under other separate agreements, Atlas and Polar supply administrative, sales and ground support services to one another."
train,ground support services,Product,Polar,Company,SaleOrMarketing,"Under other separate agreements, Atlas and Polar supply administrative, sales and ground support services to one another."
train,IPTV services,Product,KPN,Company,SaleOrMarketing,KPN targets our price sensitive customers with attractive offers for its IPTV services and its triple - play and quadruple - play bundles.
train,triple - play and quadruple - play bundles,Product,KPN,Company,SaleOrMarketing,KPN targets our price sensitive customers with attractive offers for its IPTV services and its triple - play and quadruple - play bundles.
train,vaccines,Product,BPS,Company,Unspecified,"Following are licensing agreements to which BPS is a party covering technologies and intellectual property rights applicable to BPS's development of vaccines for the biodefense field: Regents of the University of California License Agreement BPS is a party to a license agreement dated July 29, 2008, or the California License, with the Regents of the University of California, or California."
train,Universal Circuits,Company,PCBs,Product,Development,"Universal Circuits supplies PCBs to major military, aerospace, and medical original equipment manufacturers and contract manufacturers."
train,Roche,Company,therapeutic products,Product,Development,"Under the license and collaboration agreement we granted Roche a non - exclusive license to our intellectual property to develop and commercialize therapeutic products that function through RNAi, subject to our existing contractual obligations to third parties."
train,online games,Product,Changyou,Company,Unspecified,"We depend on Changyou s online games, and on Changyou s game TLBB in particular, for a significant portion of our revenues, net income, and operating cash flow."
train,game TLBB,Product,Changyou,Company,Unspecified,"We depend on Changyou s online games, and on Changyou s game TLBB in particular, for a significant portion of our revenues, net income, and operating cash flow."
train,Glutino,Company,gluten - free products,Product,Development,We are dependent on third parties to manufacture all of our spreads and other products (other than certain of Glutino's and many of Udi's gluten - free products).
train,Udi,Company,gluten - free products,Product,Development,We are dependent on third parties to manufacture all of our spreads and other products (other than certain of Glutino's and many of Udi's gluten - free products).
train,G3000,Product,Garmin,Company,Unspecified,The G3000 includes a stability augmentation function called Garmin s Electronic Stability and Protection (Garmin ESP) system.
train,iRobot brand,Company,Verro,Product,Development,"Verro is brought to market under the iRobot brand through a relationship with Aquatron, Inc., which developed the pool cleaning robots."
