split,head_text,head_type,tail_text,tail_type,label,sentence
train,Dominos,Company,QSR brands,Market,operatesIn,"On the lines of major QSR brands such as Dominos and Burger King which saw a drop of nearly 16% and 41% respectively, Rebel Foods operating revenue shrunk 27.5% to Rs 405.1 crore during FY21 from Rs 558.7 crore in FY20. 
"
train,Burger King,Company,QSR brands,Market,operatesIn,"On the lines of major QSR brands such as Dominos and Burger King which saw a drop of nearly 16% and 41% respectively, Rebel Foods operating revenue shrunk 27.5% to Rs 405.1 crore during FY21 from Rs 558.7 crore in FY20. 
"
train,Rebel Foods,Company,QSR brands,Market,operatesIn,"On the lines of major QSR brands such as Dominos and Burger King which saw a drop of nearly 16% and 41% respectively, Rebel Foods operating revenue shrunk 27.5% to Rs 405.1 crore during FY21 from Rs 558.7 crore in FY20. 
"
train,Alphabet,Company,Tech,Market,operatesIn,"Tech companies like Alphabet, Google's parent company; Apple; and Baidu, the Chinese internet search company, have expressed interest in entering the market, hoping to bring their strength in fields like artificial intelligence to a consumer product that is becoming increasingly digital, online and software - oriented."
train,Alphabet,Company,artificial intelligence,Market,operatesIn,"Tech companies like Alphabet, Google's parent company; Apple; and Baidu, the Chinese internet search company, have expressed interest in entering the market, hoping to bring their strength in fields like artificial intelligence to a consumer product that is becoming increasingly digital, online and software - oriented."
train,Apple,Company,Tech,Market,operatesIn,"Tech companies like Alphabet, Google's parent company; Apple; and Baidu, the Chinese internet search company, have expressed interest in entering the market, hoping to bring their strength in fields like artificial intelligence to a consumer product that is becoming increasingly digital, online and software - oriented."
train,Apple,Company,artificial intelligence,Market,operatesIn,"Tech companies like Alphabet, Google's parent company; Apple; and Baidu, the Chinese internet search company, have expressed interest in entering the market, hoping to bring their strength in fields like artificial intelligence to a consumer product that is becoming increasingly digital, online and software - oriented."
train,Baidu,Company,Tech,Market,operatesIn,"Tech companies like Alphabet, Google's parent company; Apple; and Baidu, the Chinese internet search company, have expressed interest in entering the market, hoping to bring their strength in fields like artificial intelligence to a consumer product that is becoming increasingly digital, online and software - oriented."
train,Baidu,Company,internet search,Market,operatesIn,"Tech companies like Alphabet, Google's parent company; Apple; and Baidu, the Chinese internet search company, have expressed interest in entering the market, hoping to bring their strength in fields like artificial intelligence to a consumer product that is becoming increasingly digital, online and software - oriented."
train,Baidu,Company,artificial intelligence,Market,operatesIn,"Tech companies like Alphabet, Google's parent company; Apple; and Baidu, the Chinese internet search company, have expressed interest in entering the market, hoping to bring their strength in fields like artificial intelligence to a consumer product that is becoming increasingly digital, online and software - oriented."
train,Tesla,Company,electric vehicle,Market,operatesIn,"Tesla stock closed down 11.99% on Tuesday, extending losses for a second day, after CEO Elon Musk over the weekend proposed selling 10% of his shares in the electric vehicle business."
train,Scanfil,Company,contract manufacturer,Market,operatesIn,"Finnish Scanfil, a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of EUR 108.7 mn in the first half of 2008, down from EUR 111.1 mn a year earlier."
train,Scanfil,Company,systems supplier,Market,operatesIn,"Finnish Scanfil, a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of EUR 108.7 mn in the first half of 2008, down from EUR 111.1 mn a year earlier."
train,Exxon Mobil Corporation,Company,oil and gas,Market,operatesIn,"Exxon Mobil Corporation, stylized as ExxonMobil, is an American multinational oil and gas corporation headquartered in Irving, Texas."
train,Cerner,Company,medical records,Market,operatesIn,Oracle to buy medical records company Cerner in its biggest acquisition ever.
train,Automobili Lamborghini,Company,super luxury carmaker,Market,operatesIn,"Italian super luxury carmaker Automobili Lamborghini on Wednesday reported its best ever sales performance of 69 units in India in 2021, a growth of 86 per cent over the previous year."
train,Tier,Company,e - scooter,Market,operatesIn,"Tier, a Berlin - based e - scooter company that's quickly expanding throughout Europe, has acquired Vento Mobility, the Italian subsidiary of Wind Mobility."
train,LG Electronics Inc.,Company,electronics,Market,operatesIn,"LG Electronics Inc. is a South Korean multinational electronics company headquartered in Yeouido - dong, Seoul, South Korea."
train,Actify Data Labs,Company,analytics,Market,operatesIn,True North to sell analytics company Actify Data Labs to global survey platform Voxco.
train,Voxco,Company,global survey platform,Market,operatesIn,True North to sell analytics company Actify Data Labs to global survey platform Voxco.
train,Ramirent Oyj,Company,machinery rental,Market,operatesIn,Ramirent Finland is the domestic unit of machinery rental company Ramirent Oyj.
train,"Barington Capital Group , L.P.",Company,investment,Market,operatesIn,"Mr. Mitarotonda, 57, is the Chairman of the Board, President and Chief Executive Officer of Barington Capital Group, L.P., an investment firm that he co - founded in 1991."
train,Gebaude Technologie,Company,Renewable Energy,Market,operatesIn,GBLT Enters the Renewable Energy Industry Through Acquisition of Gebaude Technologie.
train,Mindtree,Company,IT,Market,operatesIn,IT firm Mindtree on Thursday posted a 34 percent jump in consolidated net profit to Rs 437.5 crore for the December 2021 quarter and exuded confidence in continuing its growth momentum on the back of robust demand and aggressive customer mining.
train,Gap Inc.,Company,clothing and accessories retailer,Market,operatesIn,"American - Canadian businesswoman Sonia Syngal is the president and CEO of Gap Inc., an American worldwide clothing and accessories retailer."
train,"Cardinal Health , Inc.",Company,health care services,Market,operatesIn,"Cardinal Health, Inc. is an American multinational health care services company, and the 14th highest revenue generating company in the United States."
train,Montpelier U.S. Insurance Company ( MUSIC ),Company,excess and surplus lines insurance,Market,operatesIn,"On December 31, 2011, Montpelier completed the sale of Montpelier U.S. Insurance Company (MUSIC), the Company s former U.S.-based excess and surplus lines insurance company, to Selective Insurance Group, Inc. (Selective)."
train,"Franklin Community Bank , National Association ( Franklin Bank )",Company,bank,Market,operatesIn,"In 2002, MainStreet organized a second bank subsidiary, Franklin Community Bank, National Association (Franklin Bank)."
train,"Bergen Delaware Realty , LLC",Company,real estate,Market,operatesIn,"Bergen Delaware Realty, LLC, is a wholly owned subsidiary of the Bank formed to manage and sell real estate acquired through foreclosure."
train,BlackRock,Company,banking,Market,operatesIn,"Based on PNC s interests in and relationships with BlackRock, BlackRock is deemed to be a non - bank subsidiary of PNC and is therefore subject to the supervision and regulation of the Federal Reserve and to most banking laws, regulations and orders that apply to PNC, including the Volcker Rule."
train,VantageSouth Bank,Company,Bank,Market,operatesIn,"Forward - looking statements relate to future events or the future financial performance of Crescent Financial Bancshares, Inc. (the Company) or its wholly - owned subsidiary, VantageSouth Bank (the Bank), and include statements about the competitiveness of the banking industry, potential regulatory obligations, our entrance and expansion into other markets, our other business strategies and other statements that are not historical facts."
train,VantageSouth Bank,Company,banking,Market,operatesIn,"Forward - looking statements relate to future events or the future financial performance of Crescent Financial Bancshares, Inc. (the Company) or its wholly - owned subsidiary, VantageSouth Bank (the Bank), and include statements about the competitiveness of the banking industry, potential regulatory obligations, our entrance and expansion into other markets, our other business strategies and other statements that are not historical facts."
train,BHEP,Company,Oil and Gas,Market,operatesIn,"Oil and Gas, which is conducted through BHEP and its subsidiaries, engages in crude oil and natural gas exploration and production activities located in Colorado, Louisiana, Montana, Oklahoma, New Mexico, North Dakota, Wyoming, Texas and California."
train,BHEP,Company,crude oil and natural gas,Market,operatesIn,"Oil and Gas, which is conducted through BHEP and its subsidiaries, engages in crude oil and natural gas exploration and production activities located in Colorado, Louisiana, Montana, Oklahoma, New Mexico, North Dakota, Wyoming, Texas and California."
train,"Wendy Road Office Development , LLC",Company,real estate,Market,operatesIn,"The consolidated financial statements include, in conformity with generally accepted accounting principles, the accounts of the Company, the Bank, Wendy Road Office Development, LLC, a subsidiary of the Bank which manages and disposes of real estate, and SC Financial, an inactive subsidiary of First California."
train,Epic Games,Company,gaming,Market,operatesIn,The Caliber Advantage utilizes technology that is specifically optimized for games developed by industry leaders such as Epic Games and Epic's ChAIR Entertainment for the ultimate gaming experience.
train,ChAIR Entertainment,Company,gaming,Market,operatesIn,The Caliber Advantage utilizes technology that is specifically optimized for games developed by industry leaders such as Epic Games and Epic's ChAIR Entertainment for the ultimate gaming experience.
train,"Total Physician Services , Inc. ( TPS )",Company,physician practice management,Market,operatesIn,"From 1996 to 1998, Ms. Benko served as the President and Chief Executive Officer of Total Physician Services, Inc. (TPS), a physician practice management company focused on HIV that she founded."
train,"CTS Holdings , Inc.",Company,business advisory and project management,Market,operatesIn,"From December 2009 to March of 2010, Ms. Morefield served as a Senior Consultant at CTS Holdings, Inc., a business advisory and project management firm."
train,GCS Partnership,Company,commercial real estate,Market,operatesIn,"90 Table of Contents Jeffrey J. Monson, age 57, has served as the managing partner of GCS Partnership, a commercial real estate partnership, since 2007."
train,Tachebois Limited,Company,energy and equities advisory,Market,operatesIn,"Since 2011, Mr. Ball has served as a senior advisor to Tachebois Limited, an energy and equities advisory firm."
train,"Charter Communications , Inc.",Company,cable,Market,operatesIn,"Before March 2010, Mr. Smit had been the President and Chief Executive Officer and a director of Charter Communications, Inc., a cable company, since August 2005."
train,"Musick , Peeler Garrett LLP",Company,law,Market,operatesIn,"(13) Related Party Transactions G. Michael Brown is a director of the Company and a partner of the law firm of Musick, Peeler Garrett LLP."
train,RGH Ventures,Company,investment and consulting,Market,operatesIn,Mr. Hawthorne is currently the Principal of a private investment and consulting firm known as RGH Ventures and has served as such since January of 2001.
train,P2 Capital Partners,Company,private equity,Market,operatesIn,"Mr. Paulson is a Partner with P2 Capital Partners, a private equity firm."
train,TRM Corporation,Company,consumer services,Market,operatesIn,"Mr. Brotman was Chairman of the Board of Directors of TRM Corporation, a then publicly - traded consumer services company, from September 2006 until September 2008 and was its President and Chief Executive Officer from March 2006 through June 2007."
train,Winder Counsel,Company,legal,Market,operatesIn,The legal firm of Winder Counsel will continue representing the Company in Utah regarding the on - going litigation with Michael Cederstrom (prior CFO) and the law firm of Dexter Dexter.
train,Dexter Dexter,Company,law,Market,operatesIn,The legal firm of Winder Counsel will continue representing the Company in Utah regarding the on - going litigation with Michael Cederstrom (prior CFO) and the law firm of Dexter Dexter.
train,"PMC Sierra , Inc.",Company,communication IC,Market,operatesIn,"Malleable Technologies was acquired by PMC Sierra, Inc., a communication IC company in 2000."
train,NSX,Company,national securities exchange,Market,operatesIn,"In December 2011, CBSX acquired NSX, a registered national securities exchange that offer a market for trading stocks."
train,Clark Bros.,Company,LTL carrier,Market,operatesIn,"Saia acquired and integrated Clark Bros. in 2004, a Midwestern LTL carrier serving 11 states."
train,CRLLC,Company,petroleum,Market,operatesIn,"CVR Refining Holdings formed CVR Refining, LLC ("" Refining LLC "") and CRLLC contributed its petroleum and logistics subsidiaries, as well as its equity interests in"
train,CRLLC,Company,logistics,Market,operatesIn,"CVR Refining Holdings formed CVR Refining, LLC ("" Refining LLC "") and CRLLC contributed its petroleum and logistics subsidiaries, as well as its equity interests in"
train,"Domantis , Ltd.",Company,antibody - related therapeutics,Market,operatesIn,"Prior to Elixir, he was CFO of Domantis, Ltd., an antibody - related therapeutics company acquired by GlaxoSmithKline in 2006."
train,Glaxo Wellcome plc,Company,pharmaceutical,Market,operatesIn,"Glaxo Wellcome plc, a pharmaceutical company, acquired Affymax Research Institute in 1995."
train,Financial Federal Corporation ( Financial Federal ),Company,financial services,Market,operatesIn,"On February 19, 2010, People s United Financial completed its acquisition of Financial Federal Corporation (Financial Federal), a financial services company providing collateralized lending, financing and leasing services nationwide to small and medium sized businesses."
train,Design By Front Limited,Company,"web strategy , design and technology studio",Market,operatesIn,"On October 29, 2012, we acquired Design By Front Limited, a privately held web strategy, design and technology studio."
train,Westport Resources Corporation,Company,exploration and production,Market,operatesIn,"Prior to that, he was Vice President, Treasurer and Chief Financial Officer of Westport Resources Corporation, a publicly traded exploration and production company, from 2001 until the sale of that company to Kerr - McGee Corporation in 2004."
train,TappIn,Company,secure content mobility solution,Market,operatesIn,"In 2011, we enhanced our product offerings through the acquisition of TappIn, a secure content mobility solution company."
train,Omni,Company,television broadcast,Market,operatesIn,Omni was incorporated in January 2001 as a television broadcast company.
train,Regent Bank of South Carolina ( Regent ),Company,bank,Market,operatesIn,"On December 30, 2011, we acquired Regent Bank of South Carolina (Regent), a commercial bank organized under the banking laws of South Carolina."
train,OAO LUKOIL,Company,oil and gas,Market,operatesIn,"This segment represents our former investment in the ordinary shares of OAO LUKOIL, an international, integrated oil and gas company headquartered in Russia."
train,"Jazz Pharmaceuticals , Inc.",Company,specialty pharmaceutical,Market,operatesIn,"Prior to the Azur Merger, Jazz Pharmaceuticals, Inc. was an independent specialty pharmaceutical company incorporated in Delaware."
train,Hanesbrands,Company,"Textile , Apparel and Luxury",Market,operatesIn,"In Newsweek s latest annual list of the 500 greenest companies in America, Hanesbrands ranks second in the Textile, Apparel and Luxury Companies Category."
train,"Acosta , Inc.",Company,sales agency,Market,operatesIn,"11 TABLE OF CONTENTS Acosta, Inc. is the largest sales agency in the U.S. and represents a significant portion of our product line to thousands of supermarkets and food stores."
train,Imagine,Company,general entertainment network,Market,operatesIn,"During the year ended December 31, 2012, Turner shut down its general entertainment network, Imagine, in India and its TNT television operations in Turkey (collectively, the Imagine and TNT Turkey Shutdowns) as a result of the failure to meet performance and growth objectives."
train,TNT,Company,television,Market,operatesIn,"During the year ended December 31, 2012, Turner shut down its general entertainment network, Imagine, in India and its TNT television operations in Turkey (collectively, the Imagine and TNT Turkey Shutdowns) as a result of the failure to meet performance and growth objectives."
train,RFG,Company,fresh - food,Market,operatesIn,"RFG is a fresh - food company that produces, markets, and distributes nationally a portfolio of healthy, high quality products for consumers via the retail and foodservice channels."
train,First Aviation Services Inc.,Company,aviation services,Market,operatesIn,"From October 2003 until September 2006, he served as Chief Financial Officer, Senior Vice President and Corporate Secretary of First Aviation Services Inc., an aviation services company providing aircraft parts and maintenance services."
train,"Tengion , Inc.",Company,regenerative medicine,Market,operatesIn,"Overview Tengion, Inc. is a regenerative medicine company focused on discovering, developing, manufacturing and commercializing a range of neo - organs, or products composed of living cells, with or without synthetic or natural materials, implanted or injected into the body to engraft into, regenerate, or replace a damaged tissue or organ."
train,UPS,Company,commercial freight carriers,Market,operatesIn,"We are dependent on commercial freight carriers, primarily UPS, to deliver our products to our customers."
train,SD Co,Company,public accounting,Market,operatesIn,"SD Co replaces Friedman LLP, as the Company s independent registered public accounting firm effective April 18, 2012."
train,Friedman LLP,Company,public accounting,Market,operatesIn,"SD Co replaces Friedman LLP, as the Company s independent registered public accounting firm effective April 18, 2012."
train,University of Macau,Company,educational charitable,Market,operatesIn,"On February 8, 2012, the Company received a letter from the Salt Lake Regional Office of the U.S. Securities and Exchange Commission (SEC) requesting that, in connection with an informal inquiry by the SEC, the Company preserve information relating to a donation made by the Company to the University of Macau, any donations by the Company to any other educational charitable institutions, including the University of Macau Development Foundation, and the Company s casino or concession gaming licenses or renewals in Macau."
train,University of Macau Development Foundation,Company,educational charitable,Market,operatesIn,"On February 8, 2012, the Company received a letter from the Salt Lake Regional Office of the U.S. Securities and Exchange Commission (SEC) requesting that, in connection with an informal inquiry by the SEC, the Company preserve information relating to a donation made by the Company to the University of Macau, any donations by the Company to any other educational charitable institutions, including the University of Macau Development Foundation, and the Company s casino or concession gaming licenses or renewals in Macau."
train,Boston Scientific,Company,neuromodulation,Market,operatesIn,"11 Neuromodulation Agreements In December 2005, we entered into a development agreement and license agreement with Boston Scientific in the neuromodulation field: System and Lead Development and Transfer Agreement."
train,Ovidian,Company,global IP advisory,Market,operatesIn,Ovidian is a global IP advisory firm that assists Fortune 500 clients in managing risk by investing strategically in IP.
train,Eastlan Resources,Company,radio audience ratings,Market,operatesIn,"During 2012, we competed in the radio audience ratings business in some small United States markets with Eastlan Resources, a privately held research company."
train,Eastlan Resources,Company,research,Market,operatesIn,"During 2012, we competed in the radio audience ratings business in some small United States markets with Eastlan Resources, a privately held research company."
train,Deloitte Touche LLP,Company,public accounting,Market,operatesIn,"Our independent registered public accounting firm, Deloitte Touche LLP, is responsible for performing an independent audit of our consolidated financial statements in accordance with the standards of the Public Company Accounting Oversight Board (United States) and to issue its reports thereon."
train,Time Inc.,Company,book publishing and marketing,Market,operatesIn,"Time Inc. s book publishing and marketing businesses compete with other book publishing and marketing businesses, respectively, through all media, including the Internet."
train,Ironclad,Company,industrial,Market,operatesIn,"Competition Ironclad competes in the following principal markets: industrial, construction and sport."
train,Ironclad,Company,construction,Market,operatesIn,"Competition Ironclad competes in the following principal markets: industrial, construction and sport."
train,Ironclad,Company,sport,Market,operatesIn,"Competition Ironclad competes in the following principal markets: industrial, construction and sport."
train,Saia,Company,trucking and logistics,Market,operatesIn,Business Strategy Saia has grown historically through a combination of organic growth and the integration or tuck - in of smaller trucking and logistics companies.
train,ZAGG Incorporated,Company,electronics accessories,Market,operatesIn,We changed our name from ShieldZone Corporation to ZAGG Incorporated to better position the company to become a large enterprise in the electronics accessories industry through organic growth and through making targeted acquisitions.
train,"Netherland , Sewell Associates , Inc. ( NSAI )",Company,petroleum engineering,Market,operatesIn,"The following reserve information is based upon reports by Netherland, Sewell Associates, Inc. (NSAI) and Schlumberger PetroTechnical Services (SLB), independent petroleum engineering firms."
train,Schlumberger PetroTechnical Services ( SLB ),Company,petroleum engineering,Market,operatesIn,"The following reserve information is based upon reports by Netherland, Sewell Associates, Inc. (NSAI) and Schlumberger PetroTechnical Services (SLB), independent petroleum engineering firms."
train,BlackRock,Company,financial holding,Market,operatesIn,BlackRock generally may conduct only activities that are authorized for a financial holding company under the BHC Act.
train,Expedia,Company,online travel companies,Market,operatesIn,"In addition, a number of competition authorities in other European countries have initiated investigations in relation to certain contractual arrangements between hotels and online travel companies, including Expedia."
train,Buck Consultants,Company,ACS,Market,operatesIn,"This information includes an independent Executive Compensation Assessment report prepared in March 2006 by Buck Consultants, an ACS company which provided useful comparative data for analyzing how our base pay compared with other peer companies, recognizing that the comparison of base pay needed to take into account an adjustment for the 2006 data collected for that report."
train,Gambro,Company,critical care,Market,operatesIn,The complaint also alleges that we wrongfully interfered with contractual and advantageous relationships of Gambro s critical care business.
train,CME,Company,futures exchanges,Market,operatesIn,"In general, we do not compete directly with the major futures exchanges, such as CME, the Chicago Board Options Exchange, Eurex and Euronext, Liffe, and ICE."
train,Chicago Board Options Exchange,Company,futures exchanges,Market,operatesIn,"In general, we do not compete directly with the major futures exchanges, such as CME, the Chicago Board Options Exchange, Eurex and Euronext, Liffe, and ICE."
train,Eurex,Company,futures exchanges,Market,operatesIn,"In general, we do not compete directly with the major futures exchanges, such as CME, the Chicago Board Options Exchange, Eurex and Euronext, Liffe, and ICE."
train,Euronext,Company,futures exchanges,Market,operatesIn,"In general, we do not compete directly with the major futures exchanges, such as CME, the Chicago Board Options Exchange, Eurex and Euronext, Liffe, and ICE."
train,Liffe,Company,futures exchanges,Market,operatesIn,"In general, we do not compete directly with the major futures exchanges, such as CME, the Chicago Board Options Exchange, Eurex and Euronext, Liffe, and ICE."
train,ICE,Company,futures exchanges,Market,operatesIn,"In general, we do not compete directly with the major futures exchanges, such as CME, the Chicago Board Options Exchange, Eurex and Euronext, Liffe, and ICE."
train,ITH,Company,mineral exploration,Market,operatesIn,BUSINESS Overview ITH is a mineral exploration company engaged in the acquisition and exploration of mineral properties.
train,ITH,Company,acquisition and exploration of mineral properties,Market,operatesIn,BUSINESS Overview ITH is a mineral exploration company engaged in the acquisition and exploration of mineral properties.
train,VENUE,Company,web and catalog retailer,Market,operatesIn,The Company s program for web and catalog retailer VENUE has been classified as discontinued operations.
train,CapitalSource Bank,Company,banks,Market,operatesIn,"General Like other banks, CapitalSource Bank must file reports in the ordinary course with applicable regulators concerning its activities and financial condition in addition to obtaining regulatory approvals prior to changing its approved business plan or entering into certain transactions such as mergers with, or acquisitions of, other financial institutions."
train,LiveTV,Company,in - flight entertainment systems,Market,operatesIn,"LiveTV s major competitors in the in - flight entertainment systems market include Rockwell Collins, Thales Avionics and Panasonic Avionics."
train,Rockwell Collins,Company,in - flight entertainment systems,Market,operatesIn,"LiveTV s major competitors in the in - flight entertainment systems market include Rockwell Collins, Thales Avionics and Panasonic Avionics."
train,Thales Avionics,Company,in - flight entertainment systems,Market,operatesIn,"LiveTV s major competitors in the in - flight entertainment systems market include Rockwell Collins, Thales Avionics and Panasonic Avionics."
train,Panasonic Avionics,Company,in - flight entertainment systems,Market,operatesIn,"LiveTV s major competitors in the in - flight entertainment systems market include Rockwell Collins, Thales Avionics and Panasonic Avionics."
train,Beneficial Bank,Company,community bank,Market,operatesIn,Differentiating Beneficial Bank as a community bank that educates its customers to do the right thing financially by providing them with the tools necessary to make wise financial decisions We are committed to educating our customers to do the right thing financial by providing them with the tools necessary to make wise financial decisions.
train,Numex Corporation,Company,machine - tool manufacturing,Market,operatesIn,"He has also served with Numex Corporation, a public machine - tool manufacturing company, as President from 1987 to 1990 and as a director from 1991 to 1997."
train,Regions,Company,bank holding,Market,operatesIn,"Also, Regions is a bank holding company, and its ability to declare and pay dividends is dependent on certain federal regulatory considerations, including the guidelines of the Federal Reserve regarding capital adequacy and dividends."
train,Westfield Financial,Company,savings and loan holding,Market,operatesIn,"The regulatory framework applicable to savings and loan holding companies and their insured depository institution subsidiaries is intended to protect depositors, the federal deposit insurance fund, consumers and the banking system as a whole, and not necessarily investors in savings and loan holding companies such as Westfield Financial."
train,"Insight Lending Solutions , Inc.",Company,product and pricing service providers,Market,operatesIn,"We compete against product and pricing service providers, including: Insight Lending Solutions, Inc.; Loan Sifter, Inc., Mortech, Inc., a Zillow business; NYLX, Inc.; and Optimal Blue, LLC."
train,"Loan Sifter , Inc.",Company,product and pricing service providers,Market,operatesIn,"We compete against product and pricing service providers, including: Insight Lending Solutions, Inc.; Loan Sifter, Inc., Mortech, Inc., a Zillow business; NYLX, Inc.; and Optimal Blue, LLC."
train,"Mortech , Inc.",Company,product and pricing service providers,Market,operatesIn,"We compete against product and pricing service providers, including: Insight Lending Solutions, Inc.; Loan Sifter, Inc., Mortech, Inc., a Zillow business; NYLX, Inc.; and Optimal Blue, LLC."
train,"NYLX , Inc.",Company,product and pricing service providers,Market,operatesIn,"We compete against product and pricing service providers, including: Insight Lending Solutions, Inc.; Loan Sifter, Inc., Mortech, Inc., a Zillow business; NYLX, Inc.; and Optimal Blue, LLC."
train,"Optimal Blue , LLC",Company,product and pricing service providers,Market,operatesIn,"We compete against product and pricing service providers, including: Insight Lending Solutions, Inc.; Loan Sifter, Inc., Mortech, Inc., a Zillow business; NYLX, Inc.; and Optimal Blue, LLC."
train,Hawaii Gas,Company,utility,Market,operatesIn,"Hawaii Gas s utility business is subject to regulation by the Hawaii Public Utilities Commission, or HPUC, and actions by the HPUC or changes to the regulatory environment may constrain the operation or profitability of the business."
train,"International FieldWorks , Inc.",Company,management consulting,Market,operatesIn,"Since 1998 he has operated International FieldWorks, Inc., a management consulting firm, and holds the title of CEO."
train,Time Inc.,Company,book publishing and marketing,Market,operatesIn,"In addition to publishing magazines, Time Inc. also operates a number of websites, as well as book publishing and marketing businesses."
train,American Snuff,Company,smokeless tobacco,Market,operatesIn,Moist snuff has been the key driver to American Snuff s overall growth and profitability within the U.S. smokeless tobacco market.
train,CME Group,Company,holding,Market,operatesIn,"CME Group, as a holding company, has no operations of its own."
train,SkillSoft,Company,information technology,Market,operatesIn,Our principal competitors in the area of information technology include SkillSoft and Global Knowledge.
train,Global Knowledge,Company,information technology,Market,operatesIn,Our principal competitors in the area of information technology include SkillSoft and Global Knowledge.
train,Schiff Hardin Waite,Company,law,Market,operatesIn,"Prior to 1984, he was a partner at the law firm of Schiff Hardin Waite."
train,"Church Dwight Co. , Inc.",Company,consumer and specialty products,Market,operatesIn,"Since 2006, he has been a director of Church Dwight Co., Inc., a consumer and specialty products company."
train,Callisto,Company,biopharmaceutical,Market,operatesIn,"At the time, Callisto was our largest stockholder and a development stage biopharmaceutical company."
train,New York Stock Exchange LLC,Company,national securities exchange,Market,operatesIn,"New York Stock Exchange LLC is registered with the SEC under the U.S. Securities Exchange Act of 1934 (the "" Exchange Act "") as a national securities exchange. """
train,Earth Fare,Company,specialty grocer,Market,operatesIn,"In May 2012, we executed a lease with Earth Fare, a specialty grocer, and transitioned this center to an in - process redevelopment."
train,First Clover Leaf Financial Corp.,Company,savings and loan holding,Market,operatesIn,"As a savings and loan holding company, First Clover Leaf Financial Corp. is required to comply with the rules and regulations of the Board of Governors of the Federal Reserve System (Federal Reserve Board) and to file certain reports with and is subject to examination by the Federal Reserve Board."
train,Time Warner Cable,Company,cable,Market,operatesIn,"The cable industry also is dominated by large carriers such as Time Warner Cable, Comcast and Cox Communications."
train,Comcast,Company,cable,Market,operatesIn,"The cable industry also is dominated by large carriers such as Time Warner Cable, Comcast and Cox Communications."
train,Cox Communications,Company,cable,Market,operatesIn,"The cable industry also is dominated by large carriers such as Time Warner Cable, Comcast and Cox Communications."
train,RJR Tobacco,Company,cigarette,Market,operatesIn,"Therefore, RJR Tobacco is dependent on the U.S. cigarette market."
train,"Colony Capital , LLC",Company,real estate opportunity fund,Market,operatesIn,"Before that he was Senior Vice President at Colony Capital, LLC, an international real estate opportunity fund, from 1999 to 2001."
train,ID Analytics,Company,data broker,Market,operatesIn,"12 Table of Contents On December 26, 2012, ID Analytics, along with eight other companies, received an information request from the FTC in conjunction with the FTC s policy study of the operation of the data broker industry."
train,"Valerus Compression Services , L.P.",Company,natural gas services,Market,operatesIn,"From June 2009 to April 2010, he served as Senior Vice President and CFO of Valerus Compression Services, L.P., a natural gas services, production and processing company."
train,JVB,Company,Capital Markets,Market,operatesIn,JVB is part of our Capital Markets business segment.
train,"Epocrates , Inc.",Company,physician platform,Market,operatesIn,"Business Overview Epocrates, Inc. is a leading physician platform for essential clinical content, practice tools and health industry engagement at the point of care."
train,Chicopee Savings Bank,Company,savings bank,Market,operatesIn,"In addition, as a Massachusetts - chartered savings bank, Chicopee Savings Bank is required to be member of the Massachusetts Depositors Insurance Fund (DIF), a corporation that insures savings bank deposits in excess of federal deposit insurance coverage."
train,Experian,Company,credit bureaus,Market,operatesIn,"Our primary competitors are the credit bureaus that include Experian, Equifax, and TransUnion, as well as others, such as Affinion, Early Warning Systems, Intersections, and LexisNexis."
train,Equifax,Company,credit bureaus,Market,operatesIn,"Our primary competitors are the credit bureaus that include Experian, Equifax, and TransUnion, as well as others, such as Affinion, Early Warning Systems, Intersections, and LexisNexis."
train,TransUnion,Company,credit bureaus,Market,operatesIn,"Our primary competitors are the credit bureaus that include Experian, Equifax, and TransUnion, as well as others, such as Affinion, Early Warning Systems, Intersections, and LexisNexis."
train,Affinion,Company,credit bureaus,Market,operatesIn,"Our primary competitors are the credit bureaus that include Experian, Equifax, and TransUnion, as well as others, such as Affinion, Early Warning Systems, Intersections, and LexisNexis."
train,Early Warning Systems,Company,credit bureaus,Market,operatesIn,"Our primary competitors are the credit bureaus that include Experian, Equifax, and TransUnion, as well as others, such as Affinion, Early Warning Systems, Intersections, and LexisNexis."
train,Intersections,Company,credit bureaus,Market,operatesIn,"Our primary competitors are the credit bureaus that include Experian, Equifax, and TransUnion, as well as others, such as Affinion, Early Warning Systems, Intersections, and LexisNexis."
train,LexisNexis,Company,credit bureaus,Market,operatesIn,"Our primary competitors are the credit bureaus that include Experian, Equifax, and TransUnion, as well as others, such as Affinion, Early Warning Systems, Intersections, and LexisNexis."
train,Gannett,Company,"media , publishing and marketing",Market,operatesIn,"Our Creative Professional customers include major international media, publishing and marketing solutions companies, such as Gannett, large publishers and major design firms."
train,CLASSIC,Company,printing and writing,Market,operatesIn,The CLASSIC family of brands is one of the most well known and respected trademarks in the printing and writing industry.
train,Solar3D,Company,solar technology developers,Market,operatesIn,"As opposed to other solar technology developers, Solar3D does not intend to build manufacturing facilities."
train,HBM,Company,public accounting,Market,operatesIn,"HBM was selected by our board of directors as our independent registered public accounting firm for the fiscal year ended December 31, 2012, and by our board of directors and a majority of our common stockholders for the fiscal year ended December 31, 2004."
train,Verizon,Company,Network carriers,Market,operatesIn,"Network carriers, such as Verizon, AT T or T - Mobile, may also take steps to limit their customers ' ability to download apps or access specified content on mobile devices."
